id,name,position,team,conference,gs,rp,ip,cg,sho,win,save,era,k_allowed,whip,qs,loss,hold,bf,er,hit_allowed,single_allowed,double_allowed,triple_allowed,homerun_allowed,out_allowed,bb_allowed,hbp_allowed,k9_allowed,kbb_allowed,gp,k_per_9,k_per_bb,fpts,ppg,pa,ab,k,bb,hbp,ibb,single,double,triple,homerun,avg,obp,slg,ops,woba,sh,sf,run,rbi,sb,cs,hit,tb,bb_per_k,sold,points_rank,summarized_pos_cut_rank,vdp_score,vdp_rank,vdp_score_norm_initial,value
12853,Dylan Cease,SP,SD,NL,31.5683386350889,0.0,184.534762963547,0.50504075702069,0.286978150420015,12.5225783816777,0.0,3.52096735130054,218.997650011747,1.1703227208977,16.3602315664858,9.64821168355146,0.0,780.815666666667,72.1934306194037,152.237031880595,97.254949137327,31.1415931292121,2.6226466796833,21.2178429343721,553.604288890641,63.7281940111167,11.2461518843147,10.6807997498827,3.43643270313835,31.5683386350889,10.680799749882738,3.4364327031383506,487.38532206193514,15.439055177905235,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0,105.0,1.5854131053620348,7.0,4.295001861649208,24.5
13388,Aaron Nola,SP,PHI,NL,30.5293333333333,0.0,183.951047058108,0.579288872066686,0.329129624790911,11.9964280824688,0.0,3.90117371904043,195.608849900181,1.17637352906601,16.7871705524083,9.85910167678235,0.0,775.962666666667,79.7361100414512,172.68030489762,109.396135425768,34.1684168692565,3.04778108145295,26.0679715211425,551.853141174324,43.714837505515,7.71438308920852,9.57037036351045,4.4746557704922,30.5293333333333,9.57037036351043,4.474655770492188,443.57319708328055,14.529409870832893,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,105.0,0.8318601689054839,17.0,3.073723524882693,17.8
12561,Luis Severino,SP,OAK,AL,29.7924270739284,0.0,172.256394442268,0.422153637546097,0.239873947882232,9.77095015635107,0.0,4.44929643124983,155.003413028681,1.32220635146074,14.6977153894208,11.2124298569128,0.0,754.458333333333,85.1577512279941,171.484808704951,110.374135959316,32.439964002324,2.85502467463237,25.8156840686791,516.7691833268041,56.2736901063413,9.93065119523671,8.09857144505409,2.75445617189433,29.7924270739284,8.098571445054109,2.7544561718943354,332.3242960263111,11.154656691838674,,,,,,,,,,,,,,,,,,,,,,,,,0.0,63.0,105.0,-1.2296057136886662,82.0,0.3939883337467942,3.2
13036,Mitch Keller,SP,PIT,NL,30.8826666666667,0.0,174.652198913694,0.495277227933586,0.281480949812232,9.42365939803851,0.0,4.63947040798178,156.01535420577,1.41661754740962,14.5155934619221,12.1006826862345,0.0,782.415,90.0326342832254,184.838179364893,118.871616156352,38.0472317962113,3.4184480764559,24.5008833358736,523.956596741082,62.577190309922,11.0430335841039,8.03962501809553,2.49316649458186,30.8826666666667,8.039625018095522,2.4931664945818572,309.03326909381724,10.006689915394295,,,,,,,,,,,,,,,,,,,,,,,,,0.0,78.0,105.0,-1.9061876404220817,114.0,-0.28259359298662123,-0.5
13163,Ryan Feltner,SP,COL,NL,29.5789205785334,0.0,165.088226199439,0.061181371035743,0.034791518015372,8.39949998645639,0.0,4.93438898034494,142.843248035952,1.3815769735081,12.9426797844043,11.8797344600188,0.0,732.904666666667,90.5121693492451,173.920680375634,112.509092103491,34.3592738996415,3.51386595036403,23.5384484221375,495.264678598317,54.1614115388081,9.55789615390731,7.78728599803644,2.63736198849989,29.5789205785334,7.787285998036466,2.6373619884998933,279.3984959400751,9.445865179503736,,,,,,,,,,,,,,,,,,,,,,,,,0.0,98.0,105.0,-2.269123709439629,125.0,-0.6455296620041684,-2.5
13305,Sean Manaea,SP,NYM,NL,30.6071666666667,0.182499999999999,176.060435172029,0.081397156771319,0.0462152656225056,11.9689014196881,0.0,4.03337894291979,176.808784831008,1.22666538813752,14.6909174190132,10.0429952989867,0.0,753.552,78.9020502115728,162.681011564205,103.838891192879,32.2755262241512,2.70725134569934,23.8593428014752,528.181305516087,53.2862304817525,9.40345243795633,9.03825474431114,3.31809518580142,30.6071666666667,9.038254744311123,3.318095185801423,403.03215639612057,13.167901517491659,,,,,,,,,,,,,,,,,,,,,,,,,0.0,29.0,105.0,0.24823894368289712,32.0,2.189444152374784,13.0
12287,Luis Castillo,SP,SEA,AL,29.9611743387205,0.0,176.34639535484,0.0850387802365436,0.0483399094535008,11.1652489952668,0.0,3.78642621554682,176.483404220538,1.22454192412222,15.890150607657,10.4675817280824,0.0,754.140333333333,74.1914015987501,164.050527342292,106.999152542605,31.5833652740813,2.68306050389102,22.7849490217146,529.03918606452,51.8930269375424,9.15759298897807,9.00699237310069,3.40090787983809,29.9611743387205,9.006992373100685,3.4009078798380856,408.1877267793241,13.62388944320518,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.0,105.0,0.318826151016294,30.0,2.2931316146310357,13.5
12476,Framber Valdez,SP,HOU,AL,29.6176666666667,0.0,179.617375877182,0.983682572222914,0.558981200471683,12.33198067364,0.0,3.48515692178612,175.62765642375,1.26963256538581,17.2079746322898,8.96891177310182,0.0,776.635,69.5549712012689,172.884188064196,120.372281360694,32.5015536413755,2.5676437200613,17.4427093420657,538.8521276315461,55.1638816586187,9.73480264563859,8.80008907876796,3.1837436225141,29.6176666666667,8.800089078767966,3.1837436225141036,421.31365597178353,14.225079264800842,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.0,105.0,0.6029253058579127,24.0,2.7197757239796316,15.9
12593,Tanner Houck,SP,BOS,AL,25.426,8.077,168.043777749466,0.432130074554305,0.245558660966141,11.3664944782902,0.0,3.93683829862046,150.288025988177,1.30471058398044,12.9043610341039,10.1007622900028,0.654945109518008,732.624333333333,73.5067977876625,166.86296886393,113.201606741981,32.7810992935222,3.07470212309238,17.8055607053346,504.13133324839794,52.385526537855,9.24450468315088,8.04904681392105,2.86888451678682,25.426,8.04904681392103,2.8688845167868147,356.35623512920614,14.01542653697814,,,,,,,,,,,,,,,,,,,,,,,,,0.654945109518008,53.0,105.0,-0.40660813874597723,53.0,1.2169859086894832,7.6
21444,Erick Fedde,SP,STL,NL,30.4446666666667,0.0,174.266543012529,0.0793948250448871,0.0451799217935057,10.1294936502041,0.0,4.24886013381853,152.716736539223,1.30245618167155,14.1525696672077,10.9804296934807,0.0,758.932,82.2704630293676,175.080139247667,115.467660210463,33.9842310007795,2.88592705307688,22.7423209833475,522.799629037587,51.8943969575334,9.15783475721178,7.88705970229859,2.94283671249123,30.4446666666667,7.887059702298621,2.94283671249124,344.77786521409894,11.324737727924932,,,,,,,,,,,,,,,,,,,,,,,,,0.0,59.0,105.0,-0.9247872024953079,66.0,0.6988068449401525,4.8
12498,Chris Bassitt,SP,TOR,AL,29.9281140338135,0.0,167.13487083133,0.209925215181891,0.119303845180812,10.2109109727143,0.0,4.42329345074193,151.679759002809,1.41891171571919,14.1075675428749,11.063931660722,0.0,751.121666666667,82.1429532820908,165.934201873405,106.877888954356,34.3988796448906,2.71368196204399,21.9437513121149,501.40461249399004,71.2154244543821,12.567427844891,8.16776190531146,2.12987228770882,29.9281140338135,8.167761905311412,2.1298722877088134,312.9143044411161,10.455530344731311,,,,,,,,,,,,,,,,,,,,,,,,,0.0,74.0,105.0,-1.5626621647454433,98.0,0.06093188269001715,1.3
12768,Sonny Gray,SP,STL,NL,29.2758157669701,0.0,173.21589636349,0.103266727652665,0.058657963644969,11.393789553408,0.0,3.53822273763726,202.875896780682,1.1642384222995,15.9774868746387,9.27501705911528,0.0,729.952333333333,68.0973803370578,152.704361953272,101.525422959268,29.9136407149968,2.57563317206981,18.6896651069369,519.6476890904701,48.9602399461523,8.64004234343865,10.5410825989929,4.14368673445658,29.2758157669701,10.541082598992878,4.143686734456572,453.0269606180601,15.474443623503719,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,105.0,1.1524145533871575,13.0,3.5832409212288394,20.6
